id,nameEng,nameKor,price,aroma,taste,finish,type,capacity,alcohol,country,description
38,Jameson Black Barrel,제임슨 블랙 배럴,66000,"['과일향', '꽃향기', '나무향']","['잔류액향', '와인향', '유황', '곡물향']","['과일향', '유황']",블렌디드,700ml,40%,아일랜드,"'탄화(Charring)', 고열에 노출되었을 때 고체가 불완전 연소하는 과정입니다. 이 탄화 과정은 오크통을 불로 태 워서 강렬하고 깊은 풍미를 낼 때 사용되곤 하는데요. 한 번 태운 버번 오크통을 한 번 더 태우는 과정을 거친 오크 통, 그리고 3번 증류한 부드러운 아이리시 위스키가 만나 면 과연 위스키가 탄생할까요? '제임슨 블랙 배럴'은 부드럽지만 강렬한 맛을 자랑합니 다. 버터 스카치, 토피 등 달콤한 디저트의 향기가 나며, 스파이시하고 고소한 견과류의 맛, 그리고 부드러운 목 넘김을 자아냅니다. 마지막으로 강렬한 오크의 풍미가 크 리미하게 마무리되죠."
39,Johnnie Walker Blue Zodiac Collection(rabbit),조니워커 블루 조디악 컬렉션(토끼),400000,"['잔류액향', '과일향', '와인향']","['과일향', '와인향', '피트향', '나무향']","['잔류액향', '피트향']",블렌디드,750ml,40%,스코틀랜드,"조니워커 블루 조디악 컬렉션은 12간지에서 유래한 동물 의 띠를 통해 그 해의 행운을 예측해 온 한국의 전통에서 착안하여 제작된 스페셜 에디션 제품입니다. 그래서 바틀 에 12간지 동물을 새겨 넣은 점이 인상적이지요. 한정판 상품이기에 희소가치가 높으며, 새해 기념 선물은 물론 자신의 띠를 상징하는 특별한 제품을 간직하고자 하는 위스키 애호가분들께는 최상의 선택이 될 것입니다."
40,Johnnie Walker Blue Zodiac Collection(snake),조니워커 블루 조디악 컬렉션(뱀),400000,"['잔류액향', '과일향', '와인향']","['과일향', '와인향', '피트향', '나무향']","['잔류액향', '피트향']",블렌디드,750ml,40%,스코틀랜드,"조니워커 블루 조디악 컬렉션은 12간지에서 유래한 동물 의 띠를 통해 그 해의 행운을 예측해 온 한국의 전통에서 착안하여 제작된 스페셜 에디션 제품입니다. 그래서 바틀 에 12간지 동물을 새겨 넣은 점이 인상적이지요. 한정판 상품이기에 희소가치가 높으며, 새해 기념 선물은 물론 자신의 띠를 상징하는 특별한 제품을 간직하고자 하 는 위스키 애호가분들께는 최상의 선택이 될 것입니다."
41,Johnnie Walker Blue Zodiac Collection (mouse),조니워커 블루 조디악 컬렉션(쥐),400000,"['잔류액향', '과일향', '와인향']","['과일향', '와인향', '피트향', '나무향']","['잔류액향', '피트향']",블렌디드,750ml,40%,스코틀랜드,"조니워커 블루 조디악 컬렉션은 12간지에서 유래한 동물 의 띠를 통해 그 해의 행운을 예측해 온 한국의 전통에서 착안하여 제작된 스페셜 에디션 제품입니다. 그래서 바틀 에 12간지 동물을 새겨 넣은 점이 인상적이지요. 한정판 상품이기에 희소가치가 높으며, 새해 기념 선물은 물론 자신의 띠를 상징하는 특별한 제품을 간직하고자 하 는 위스키 애호가분들께는 최상의 선택이 될 것입니다."
42,Johnnie Walker Blue Zodiac Collection(monkey),조니워커 블루 조디악 컬렉션(원숭이),450000,"['잔류액향', '과일향', '와인향']","['과일향', '와인향', '피트향', '나무향']","['잔류액향', '피트향']",블렌디드,750ml,40%,스코틀랜드,"조니워커 블루 조디악 컬렉션은 12간지에서 유래한 동물 의 띠를 통해 그 해의 행운을 예측해 온 한국의 전통에서 착안하여 제작된 스페셜 에디션 제품입니다. 그래서 바틀 에 12간지 동물을 새겨 넣은 점이 인상적이지요. 한정판 상품이기에 희소가치가 높으며, 새해 기념 선물은 물론 자신의 띠를 상징하는 특별한 제품을 간직하고자 하 는 위스키 애호가분들께는 최상의 선택이 될 것입니다."
43,Johnnie Walker Blue Zodiac Collection (dog),조니워커 블루 조디악 컬렉션(개),450000,"['잔류액향', '과일향', '와인향']","['과일향', '와인향', '피트향', '나무향']","['잔류액향', '피트향']",블렌디드,750ml,40%,스코틀랜드,"조니워커 블루 조디악 컬렉션은 12간지에서 유래한 동물 의 띠를 통해 그 해의 행운을 예측해 온 한국의 전통에서 착안하여 제작된 스페셜 에디션 제품입니다. 그래서 바틀 에 12간지 동물을 새겨 넣은 점이 인상적이지요. 한정판 상품이기에 희소가치가 높으며, 새해 기념 선물은 물론 자신의 띠를 상징하는 특별한 제품을 간직하고자 하 는 위스키 애호가분들께는 최상의 선택이 될 것입니다."
44,Chivas Regal 18yo 750ml,시바스 리갈 18년(구형) 750ml,159000,"['과일향', '와인향', '나무향']","['와인향', '피트향', '꽃향기']",['잔류액향'],블렌디드,750ml,40%,스코틀랜드,"'시바스 리갈 18년' 모든 병의 앞 라벨에는 GOLD SIGNATURE라는 표시가 되어있습니다. 독특하고 풍부 한 20여가지의 진귀한 싱글 몰트 스카치 위스키를 조화 롭게 블렌딩한 배합을 의미하죠. 또한, 시바스 리갈 18년 GOLD SIGNATURE에 들어가는 모든 몰트 및 그레인 위 스키는 시바스 브라더스의 마스터 블렌더인 콜린 스캇 (Colin Scott)이 직접 선택한 것으로 위스키의 깊고 풍부 한 맛을 보증하고 있습니다. GOLD SIGNATURE는 모든 병의 블렌딩에 대한 자신의 자부심을 담은 그의 사인이 들어가 있습니다. 그 덕분에 시바스 리갈 18년의 단 한 방 울에도 느껴지는 85가지의 다양한 향을 통해 한 모금 마 실 때마다 색다른 경험을 느끼실 수 있습니다."
45,Tenjaku Blended Whisky,텐자쿠,68000,['과일향'],"['과일향', '나무향']",['나무향'],블렌디드,700ml,40%,일본,"일본 후지산 근방의 야마나시현에서 생산되는 '텐자'입 니다. 하늘의 선물과도 같은 완벽한 밸런스를 자랑하는 블렌디드 위스키라고 불리고 있습니다. 달콤한 배와 말린 과실 향, 약간의 스파이시함과 오크의 터치가 부드럽게 벨런스 된 위스키입니다."
46,Chivas Regal 18yo LISA Edition,시바스 리갈 18년 리사 에디션,191000,"['과일향', '와인향', '피트향', '나무향']","['과일향', '와인향', '피트향', '꽃향기']",['잔류액향'],블렌디드,700ml,40%,스코틀랜드,"시바스 리갈의 아시아 홍보대사인 리사와의 파트너십을 통해 시바스 리갈 18년 리사 한정판 에디션이 탄생했습니 다. 리사가 태어난 해인 1997년에 시바스 리갈 18년도 함께 탄생했습니다. 리사의 창의력과 개성을 표현하기 안 성맞춤인 위스키죠. 이번 한정판 에디션에는 리사를 상징 하는 별 모양과 친필 사인, 탈부착 가능한 액세서리인 초 커가 특징인 한정판 위스키를 팝업스토어에서 만나볼 수 있습니다. 이번 리사 한정판 에디션의  는 시바스 리갈 X 리사 의 스타 조합 패턴으로 장식되었으며, 리사의 친필 사인 까지 눈부신 네온 핑크로 각인되어 있습니다. 보틀의 중 앙에는 클래식한 시바스 리갈 18년의 시그니처 컬러인 블 루 색상으로 리사의 사인이 적혀있고, 18K 골드 도금의 보틀 넥 초커가 탈부착 가능한 형태로 달려 있습니다. 시 바스 리가르이 로고와 리사를 상징하는 별 모양 장식은 리사의 스타일에서 영감을 받았죠."
47,Passport,패스포트,23000,"['과일향', '와인향', '나무향']","['나무향', '곡물향']","['과일향', '피트향']",블렌디드,500ml,40%,스코틀랜드,"패스포트는 1984년 대한민국 최초 특급 스카치 위스키 로 출시된 시바스 브라더스의 블렌디드 위스키입니다. 1994년에는 국내 시장 점유율 49.3%라는 경이로운 판 매량을 기록할 정도로 전설을 써 내려간 위스키죠. 패스 포트 출시 이전에는 위스키 원액 30%에 주정 70%를 섞 어 만든 유사 위스키들만 있었지만, 패스포트는 국내 최 초로 위스키 원액 100%를 사용함으로써 국내 특급 위스 키의 역사를 쓰기 시작했습니다. 새롭게 리뉴얼 된 패스포트는 거친 풍미를 배제한 풍부한 과일 향과 부드러운 피니시를 자랑하며, 온더락은 물론 다양한 칵테일 베이스로 인기있는 위스키입니다."
48,Old Castle Blended Scotch Whisky,올드 캐슬,18000,"['과일향', '나무향']",['유황'],"['나무향', '피트향']",블렌디드,700ml,40%,스코틀랜드,"'올드 캐슬'은 싱글몰트 위스키와 싱글 그레인 위스키를 블렌딩한 후 최소 3년 이상 엑스 버번(Ex-bourbon, 버 번 위스키를 담았던 오크통)에 숙성해 달콤함과 스파이시 함이 어우러진 복합적인 맛을 느낄 수 있습니다. 처음에 는 달콤한 바닐라와 캐러멜 향이 나며 오크 향의 피니시 가 절묘하게 조화를 이룹니다. 특히 마지막에 살짝 올라 오는 짭짤한 맛이 '올드 캐슬'만의 풍미를 완성합니다. '올드 캐슬'은 부드럽고 깔끔한 목 넘김으로 남녀노소 누 구나 쉽게 즐길 수 있으며 다양한 음식들과 조화롭게 즐 길 수 있습니다. 얼음을 넣어 시원하게 마시는 온더락(On the rocks)과 하이볼에 적합합니다."
49,The Original Gold Bar Whiskey Miniature,디 오리지널 골드바 위스키 미니어처,19900,"['잔류액향', '과일향', '꽃향기', '나무향']","['나무향', '피트향']","['과일향', '나무향']",버번/라이,50ml,40%,미국,"매시빌 옥수수 88%, 호밀 9%, 몰트 3% 여기, 선물을 위해 태어난 위스키가 있습니다. 실물을 보 고 깜짝 놀랐습니다. 소개글을 쓰고 있는 상품 담당자는 크게 물욕이 없는 편인데, '나도 이거 갖고싶다.'는 생각이 절로 들었으니까요. 깨물어보고 싶을 정도로 정말 금괴 같이 생겼달까요? 떠오르는 소중한 분께, 특히 맛있는 술을 좋아하는 분께 선물용 주문을 적극 추천드립니다. 이번 기회에 앱 하단 의 '선물하기' 버튼으로 소중한 마음을 바로 표현해보세요. 점수는 이미 다 딴거나 마찬가지입니다:)"
50,Whiskey Kokun 2.7L,위스키 코쿤 2.7L,49000,['나무향'],"['잔류액향', '곡물향']","['잔류액향', '피트향']",블렌디드,2700ml,37%,일본,"'위스키 코쿤'은 엄선된 3가지 원액을 블렌딩하여 묵직하 고 깊은 여운과 부드러운 목 넘김, 향기로운 풍미를 자아 내는 블렌디드 위스키입니다. 특히, 하이볼로 마실 때 최적의 맛을 구현하는 것이 특징입니다. **상품명, 카테고리, 인포메이션 관련 : 유럽 공동체 (European Community) 기준과 주세법 시행령 제1조의 2 기준에 따르면 40% 이상인 경우에만 '위스키'로 분류하 고 지칭할 수 있습니다.(위스키 코쿤 알코올 도수 37%) 그러나 데일리샷에서는 고객의 편의와 브랜드에서 제시한 상품명을 존중하고자 상품명 표기 및 카테고리에 '위스키'로 적용한 점 참고 부탁 드립니다."
51,The Famous Grouse 1L,더 페이머스 그라우스 1L,39000,"['과일향', '와인향']","['과일향', '나무향']",['유황'],블렌디드,1000ml,40%,스코틀랜드,"시작은 'The grouse(더 그라우스)'였습니다. 1897년, 이 위스키가 세상에 나올 당시, 상류계급 사이에는 뇌조 (grouse) 사냥이 크게 유행하고 있었습니다. 창업자 메 슈 글로우그(Matthew Gloag)는 이 상류계급을 겨냥하 기 위해 라벨에 뇌조를 그려넣고, 위스키의 이름을 'The grouse'로 지었는데요. 그 작전은 실로 완벽했습니다. 사 냥을 하던 상류계급에서부터 시작해 그 맛이 입소문을 타 며 점차 유명세를 얻기 시작했던거죠. 마침내, 사람들 사 이에서 '그 유명한 뇌조 위스키'로 불리게 되었고 지금의 'The Famous Grouse(더 페이머스 그라우스)'가 되었습니다."
52,Iwai Tradition Sherry Cask Finished,이와이 트레디션 셰리 캐스크 피니시,89800,"['잔류액향', '과일향', '와인향']",['과일향'],['와인향'],블렌디드,700ml,40%,일본,"'이와이 트레디션'은 본격적으로 재패니스 위스키를 창조 하는데 큰 구실을 한 '이와이 키이치로'에 대한 존경과 감 사의 마음을 담아 출시한 블렌디드 위스키입니 다. 그는 마르스 위스키를 만들었을 뿐만 아니라 일본 증 류주의 아버지라고도 불립니다. 그가 만든 위스키 ‘이와이 트레디션'은 1960년 위스키 증 류소 설계와 제조 지도를 담당한 이와이 키이치로의 포트 스틸로 증류된 위스키 원주를 베이스로, 각종 위스키 원 주를 절묘하게 조화시킨 블렌디드 위스키입니다. 다양 한 캐스크와 피티한 몰트를 사용함으로써 화사하지만 묵 직한 바디감이 특징이며, 원숙한 숙성감을 선사합니다. 하지만 중후한 이미지와는 다르게 질감은 부드럽고, 기품 있는 맛과 확실한 여운이 남는 블렌디드 위스키입니다. '이와이 트레디션 셰리 캐스크 피니시'는 PX 셰리 캐스크 에서 추가 숙성된 위스키로 7,400병 한정 수량만 생산하 여 그 가치가 더욱 높습니다."
53,The Original Gold Bar Whiskey,디 오리지널 골드바 위스키,104000,"['잔류액향', '과일향', '꽃향기', '나무향']","['나무향', '피트향']","['과일향', '나무향']",버번/라이,750ml,40%,미국,"매시빌 옥수수 88%, 호밀 9%, 몰트 3% 여기, 선물을 위해 태어난 위스키가 있습니다. 실물을 보 고 깜짝 놀랐습니다. 소개글을 쓰고 있는 상품 담당자는 크게 물욕이 없는 편인데, '나도 이거 갖고싶다.'는 생각이 절로 들었으니까요. 깨물어보고 싶을 정도로 정말 금괴 같이 생겼달까요? 떠오르는 소중한 분께, 특히 맛있는 술을 좋아하는 분께 선물용 주문을 적극 추천드립니다. 이번 기회에 앱 하단 의 '선물하기' 버튼으로 소중한 마음을 바로 표현해보세 요. 점수는 이미 다 딴거나 마찬가지입니다:)"
54,Cutty Sark Prohibition Edition,커티 삭 프로히비션 에디션,49000,['과일향'],"['나무향', '와인향', '과일향', '피트향']","['나무향', '곡물향']",블렌디드,700ml,50%,스코틀랜드,"'커티 삭 프로히비션 에디션'은 50% 도수의 블렌디드 위 스키입니다. 엔트리 라인의 커티 삭은 40%인데 반해 높 은 높은 도수를 자랑하고 있죠. '커티 삭 프로히비션 에디션'은 싱글몰트 위스키와 그레인 위스키를 아메리칸 셰리 오크 캐스크에서 숙성하고, 냉각 여과를 거치지 않아 깊은 풍미를 자랑합니다. 여기에 복 숭아, 자두 등 핵과류의 향과 달콤한 꿀 향, 말린 과일의 풍미가 어우러지죠."
